path,condition,test_type,cell,visit,test_id,rpt_T_degC,size_MB,DOD_pct,C_ch,C_dis,T_degC,rows,duration_s,dt_median_s,dt_mean_s,V_min,V_max,V_mean,V_std,I_min,I_max,I_mean,I_std,T_min,T_max,T_mean,T_std,Ah_min,Ah_max,Ah_span,n_steps,Q_charge_Ah_total,Q_discharge_Ah_total,parse_status
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_0.5C0.5C_50degC/CU_at_25degC/S2000FOMBK_CU_at25degC_V01_4884.ird,DOD100_0.5C0.5C_50degC,CU,S2000FOMBK,1,4884,25,15.189,100.0,0.5,0.5,50.0,177565.0,297549.580834616,1.0000050300150178,1.6757314592744925,1.4997140169143677,3.800229549407959,2.8809282779693604,0.590001106262207,-2.419142961502075,2.4143786430358887,-0.022740136831998825,0.4467936158180237,24.327850341796875,28.185699462890625,26.01892852783203,0.28983041644096375,-0.2183903157711029,1.04013192653656,1.2585222721099854,126.0,3.731815357820493,3.752954892550791,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_0.5C0.5C_50degC/CU_at_25degC/S2000FQJRF_CU_at25degC_V00_4838.ird,DOD100_0.5C0.5C_50degC,CU,S2000FQJRF,0,4838,25,15.476,100.0,0.5,0.5,50.0,180039.0,299706.73106678703,1.000003352004569,1.6646859611125817,1.499181866645813,3.8003182411193848,2.904688596725464,0.586104154586792,-2.4001615047454834,2.4062347412109375,-0.030956383794546127,0.4489361643791199,21.3533992767334,28.02992057800293,22.67640495300293,1.819507122039795,-0.6524224877357483,0.5941500067710876,1.246572494506836,126.0,3.7054351819514832,4.185897616358508,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_0.5C0.5C_50degC/CU_at_25degC/S2000FQJRF_CU_at25degC_V01_4890.ird,DOD100_0.5C0.5C_50degC,CU,S2000FQJRF,1,4890,25,15.526,100.0,0.5,0.5,50.0,180416.0,300599.95632367,1.0000075470015872,1.666158336744007,1.4998098611831665,3.8001036643981934,2.880702257156372,0.5845310091972351,-2.400266170501709,2.402719020843506,-0.03156005218625069,0.4487510621547699,23.041349411010742,28.21013069152832,26.057331085205078,0.33065265417099,-0.695800244808197,0.5574532151222229,1.25325345993042,126.0,3.7069297275683635,4.221217471301083,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_0.5C0.5C_50degC/Cycling_Periods/S2000FNPEL_CU_at50degC_V01_4866.ird,DOD100_0.5C0.5C_50degC,CYC,S2000FNPEL,1,4866,50,38.383,100.0,0.5,0.5,50.0,411735.0,3573482.2393226624,9.999998323037289,8.67910408011644,1.4991415739059448,3.8006110191345215,2.864157199859619,0.61998051404953,-0.6212486028671265,0.6000479459762573,0.00015852726937737316,0.4966423511505127,48.47093963623047,53.07918167114258,51.567779541015625,0.5453677177429199,-0.23647402226924896,1.077501893043518,1.3139759302139282,1158.0,237.03443884634174,236.47939613546285,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_0.5C0.5C_50degC/Cycling_Periods/S2000FOMBK_CU_at50degC_V01_4864.ird,DOD100_0.5C0.5C_50degC,CYC,S2000FOMBK,1,4864,50,38.355,100.0,0.5,0.5,50.0,412599.0,3573581.00105853,9.999998323037289,8.66116898544959,1.4991450309753418,3.8004157543182373,2.8632724285125732,0.6176055073738098,-0.6000972986221313,0.600049614906311,-4.747499406221323e-05,0.49621033668518066,43.822898864746094,53.15922164916992,51.82526779174805,0.24195338785648346,-0.19729387760162354,1.3938217163085938,1.5911155939102173,1142.0,236.96501333909012,236.74454955160076,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_0.5C0.5C_50degC/Cycling_Periods/S2000FQJRF_CU_at50degC_V01_4865.ird,DOD100_0.5C0.5C_50degC,CYC,S2000FQJRF,1,4865,50,38.429,100.0,0.5,0.5,50.0,412239.0,3573527.5247674426,9.999998322688043,8.668602906009253,1.4989911317825317,3.8003182411193848,2.8616249561309814,0.6177319884300232,-0.600182831287384,0.6000505089759827,-4.9294958444079384e-05,0.496513694524765,48.14601135253906,53.18027877807617,51.77322769165039,0.5615466833114624,-0.2165047973394394,1.089644432067871,1.3061492443084717,1140.0,237.09862525526168,236.79791049184715,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_-10degC/CU_at_25degC/S2000FOSGS_CU_at25degC_V00_4836.ird,DOD100_1C1C_-10degC,CU,S2000FOSGS,0,4836,25,15.47,100.0,1.0,1.0,-10.0,180289.0,300664.700445258,1.000003352004569,1.6676911410923525,1.499006986618042,3.800433874130249,2.9105775356292725,0.5808322429656982,-2.4002392292022705,2.405644178390503,-0.030734743922948837,0.4485292434692383,23.284149169921875,26.74098014831543,25.34987449645996,0.19075575470924377,-0.6518575549125671,0.6026324033737183,1.2544898986816406,126.0,3.713751899168257,4.185316151990364,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_-10degC/CU_at_25degC/S2000FPFHG_CU_at25degC_V00_4834.ird,DOD100_1C1C_-10degC,CU,S2000FPFHG,0,4834,25,15.38,100.0,1.0,1.0,-10.0,179146.0,297832.984144265,1.0000041909806896,1.6625246819295263,1.4995003938674927,3.800349473953247,2.911780834197998,0.5797605514526367,-2.4003806114196777,2.4085946083068848,-0.030542291700839996,0.4491507112979889,23.09052085876465,26.255340576171875,25.12215232849121,0.156898632645607,-0.6460113525390625,0.5886936783790588,1.2347049713134766,126.0,3.6567637452657102,4.125875327882171,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_-10degC/CU_at_25degC/S2000FQW1T_CU_at25degC_V00_4835.ird,DOD100_1C1C_-10degC,CU,S2000FQW1T,0,4835,25,15.456,100.0,1.0,1.0,-10.0,180067.0,300122.44914034003,1.0000050270027714,1.6667358032073798,1.4992045164108276,3.8002867698669434,2.906341791152954,0.5837118625640869,-2.400718927383423,2.4004859924316406,-0.030682038515806198,0.44864580035209656,23.37590980529785,26.469139099121094,25.342832565307617,0.15289747714996338,-0.6493092775344849,0.6011887788772583,1.2504980564117432,126.0,3.704166946406899,4.1733307957943575,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_-10degC/CU_at_25degC/S2000FQW1T_CU_at25degC_V01_4885.ird,DOD100_1C1C_-10degC,CU,S2000FQW1T,1,4885,25,15.296,100.0,1.0,1.0,-10.0,177887.0,291697.972440206,1.0000067069777288,1.6398028649821008,1.4995590448379517,3.8002052307128906,2.9136857986450195,0.5934547185897827,-2.4002175331115723,2.401698112487793,-0.03656382858753204,0.4524914026260376,24.708019256591797,28.179590225219727,26.32671546936035,0.28566667437553406,-0.9744185209274292,0.20316234230995178,1.1775808334350586,126.0,3.491998333187159,4.295272368308392,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_-10degC/Cycling_Periods/S2000FOSGS_CU_at-10degC_V01_4863.ird,DOD100_1C1C_-10degC,CYC,S2000FOSGS,1,4863,-10,10.644,100.0,1.0,1.0,-10.0,119115.0,884710.1828405481,9.999788801535033,7.427424004235842,-0.45612832903862,6.247165679931641,2.960010528564453,0.6195754408836365,-1.2001196146011353,1.2000294923782349,0.05039374530315399,0.7559196949005127,-9.780380249023438,1.4984400272369385,-7.2061872482299805,2.857135057449341,-1.8719849492754292e-07,17.6453857421875,17.6453857421875,454.0,90.15592475715589,73.16354557290819,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_-10degC/Cycling_Periods/S2000FPFHG_CU_at-10degC_V01_4861.ird,DOD100_1C1C_-10degC,CYC,S2000FPFHG,1,4861,-10,14.733,100.0,1.0,1.0,-10.0,164105.0,1208408.5542685392,9.999725940055214,7.363675195415951,-6.250938892364502,6.2499847412109375,2.9485554695129395,0.6274015307426453,-1.2001018524169922,1.2000434398651123,0.060960251837968826,0.7550299167633057,-9.882519721984863,1.2072900533676147,-7.400315284729004,2.83650279045105,-1.3158093281617766e-07,29.8553466796875,29.8553466796875,619.0,126.83638499419816,97.64171108659956,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_-10degC/Cycling_Periods/S2000FQW1T_CU_at-10degC_V01_4862.ird,DOD100_1C1C_-10degC,CYC,S2000FQW1T,1,4862,-10,44.15,100.0,1.0,1.0,-10.0,485241.0,3573504.0428611073,9.999802627135068,7.364405331096173,1.4988229274749756,3.8004775047302246,2.948478937149048,0.6115357279777527,-1.20136559009552,1.200052261352539,0.07373213768005371,0.7968516945838928,-9.877420425415039,0.47360000014305115,-7.201155662536621,2.8040709495544434,-5.870238055649679e-07,101.5942611694336,101.5942611694336,1894.0,417.1725823003354,316.3613356565009,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/CU_at_25degC/S2000FM42G_CU_at25degC_V00_4905.ird,DOD100_1C1C_25degC,CU,S2000FM42G,0,4905,25,15.44,100.0,1.0,1.0,25.0,179712.0,299228.09121277905,1.000003352004569,1.6650516173900265,1.4995859861373901,3.8002867698669434,2.911466598510742,0.5802697539329529,-2.400718927383423,2.4003589153289795,-0.03066977672278881,0.4488241970539093,25.061080932617188,26.310319900512695,25.2707462310791,0.13749930262565613,-0.652459442615509,0.5920778512954712,1.244537353515625,126.0,3.6830126184658036,4.155643970634444,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/CU_at_25degC/S2000FM42G_CU_at25degC_V02_4985.ird,DOD100_1C1C_25degC,CU,S2000FM42G,2,4985,25,15.506,100.0,1.0,1.0,25.0,180356.0,300489.033962412,1.0000016780104488,1.6660976072879154,1.499776840209961,3.8002867698669434,2.9011712074279785,0.5764214396476746,-2.4002583026885986,2.4001946449279785,-0.0316116027534008,0.4487755596637726,24.89657974243164,26.175920486450195,25.216938018798828,0.14275908470153809,-0.701632022857666,0.5489488840103149,1.250580906867981,126.0,3.6993985648099765,4.220047900924388,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/CU_at_25degC/S2000FM42G_CU_at25degC_V06_5145.ird,DOD100_1C1C_25degC,CU,S2000FM42G,6,5145,25,15.538,100.0,1.0,1.0,25.0,180624.0,300827.141094618,1.0000016780104488,1.6654974233326765,1.4993952512741089,3.8002867698669434,2.8931307792663574,0.5687143206596375,-2.4002811908721924,2.400083541870117,-0.032124266028404236,0.4488205909729004,24.972610473632812,26.1453800201416,25.25623321533203,0.13445693254470825,-0.7277474999427795,0.52543044090271,1.2531778812408447,126.0,3.704640077905902,4.250551590511935,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/CU_at_25degC/S2000FM42G_CU_at25degC_V08_5217.ird,DOD100_1C1C_25degC,CU,S2000FM42G,8,5217,25,15.492,100.0,1.0,1.0,25.0,180159.0,299320.803109559,1.0000016750127543,1.6614349799040786,1.499776840209961,3.8002867698669434,2.896287441253662,0.5597376823425293,-2.400332450866699,2.4005069732666016,-0.0322551354765892,0.4492143392562866,24.917869567871094,26.178979873657227,25.22283363342285,0.15689869225025177,-0.727939248085022,0.5133017301559448,1.2412409782409668,126.0,3.6812492630438034,4.233821064889356,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/CU_at_25degC/S2000FM42G_CU_at25degC_V10_5270.ird,DOD100_1C1C_25degC,CU,S2000FM42G,10,5270,25,15.407,100.0,1.0,1.0,25.0,179248.0,296768.525759939,1.0000025129993446,1.655640126528974,1.499776840209961,3.8002867698669434,2.9066102504730225,0.5450136065483093,-2.4002115726470947,2.401672124862671,-0.03208144009113312,0.44964319467544556,25.018310546875,26.240060806274414,25.26447105407715,0.1455293446779251,-0.7215965390205383,0.5011733174324036,1.222769856452942,126.0,3.6305743186914827,4.180647096308568,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/CU_at_25degC/S2000FM42G_CU_at25degC_V12_5333.ird,DOD100_1C1C_25degC,CU,S2000FM42G,12,5333,25,15.312,100.0,1.0,1.0,25.0,178096.0,293428.159267018,1.0000016749982024,1.647593471276667,1.499776840209961,3.800096035003662,2.919278621673584,0.5283441543579102,-2.4002528190612793,2.4023075103759766,-0.031823817640542984,0.4501391649246216,24.899620056152344,26.22784996032715,25.178213119506836,0.17172230780124664,-0.712375283241272,0.48615697026252747,1.198532223701477,126.0,3.564808649103566,4.110229700152933,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/CU_at_25degC/S2000FM42G_CU_at25degC_V14_5385.ird,DOD100_1C1C_25degC,CU,S2000FM42G,14,5385,25,15.165,100.0,1.0,1.0,25.0,176694.0,289522.741871459,1.0000008399947546,1.6385637341120418,1.4992045164108276,3.800096035003662,2.93361234664917,0.5108152627944946,-2.4001893997192383,2.4031548500061035,-0.031405024230480194,0.4506453275680542,24.759729385375977,26.301149368286133,25.25930404663086,0.16397830843925476,-0.7020522952079773,0.4691297709941864,1.1711820363998413,126.0,3.481723921944512,4.019711777850094,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/CU_at_25degC/S2000FM42G_CU_at25degC_V16_5419.ird,DOD100_1C1C_25degC,CU,S2000FM42G,16,5419,25,15.008,100.0,1.0,1.0,25.0,175191.0,285046.557888294,1.0000008390052244,1.6270709394845253,1.4995859861373901,3.800096035003662,2.9483206272125244,0.4927399456501007,-2.40030574798584,2.4040021896362305,-0.03090009093284607,0.45112988352775574,25.051910400390625,26.337799072265625,25.26201057434082,0.17066876590251923,-0.6886762976646423,0.45095011591911316,1.139626383781433,126.0,3.388914545352377,3.9168089464983304,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/CU_at_25degC/S2000FNX7G_CU_at25degC_V00_4904.ird,DOD100_1C1C_25degC,CU,S2000FNX7G,0,4904,25,15.395,100.0,1.0,1.0,25.0,179725.0,299370.84417796397,1.0000016779995349,1.6657254689299368,1.4998819828033447,3.800158739089966,2.915285110473633,0.577644407749176,-2.4002492427825928,2.4084882736206055,-0.030554182827472687,0.4486808776855469,23.77634048461914,26.307260513305664,25.15549659729004,0.1518779993057251,-0.6522062420845032,0.5941541194915771,1.2463603019714355,126.0,3.6796913277856182,4.14933793302978,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/CU_at_25degC/S2000FNX7G_CU_at25degC_V02_4984.ird,DOD100_1C1C_25degC,CU,S2000FNX7G,2,4984,25,15.529,100.0,1.0,1.0,25.0,180585.0,301019.700698367,1.0000016750127543,1.6669234300844318,1.4995003938674927,3.800349473953247,2.90152645111084,0.5758793950080872,-2.400146961212158,2.408381938934326,-0.03170588240027428,0.4486720561981201,24.78404998779297,26.178979873657227,25.109045028686523,0.1567326784133911,-0.7075376510620117,0.5484901666641235,1.2560278177261353,126.0,3.709058764896171,4.234239216489078,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/CU_at_25degC/S2000FNX7G_CU_at25degC_V04_5071.ird,DOD100_1C1C_25degC,CU,S2000FNX7G,4,5071,25,15.582,100.0,1.0,1.0,25.0,181116.0,302104.94990134303,1.000001675041858,1.6680283240004585,1.4995003938674927,3.800349473953247,2.8932735919952393,0.5742542743682861,-2.4002633094787598,2.408700704574585,-0.03220991790294647,0.4485943615436554,24.844879150390625,26.175920486450195,25.089078903198242,0.16740159690380096,-0.7268211841583252,0.535652756690979,1.2624739408493042,126.0,3.7330613018526733,4.27845124191926,ok
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/CU_at_25degC/S2000FNX7G_CU_at25degC_V06_5144.ird,DOD100_1C1C_25degC,CU,S2000FNX7G,6,5144,25,15.569,100.0,1.0,1.0,25.0,180900.0,301423.605612127,1.0000016750127543,1.6662535758192527,1.4993096590042114,3.800349473953247,2.893665313720703,0.5675408244132996,-2.400416135787964,2.4090192317962646,-0.03226032480597496,0.44871264696121216,24.847919464111328,26.1453800201416,25.143024444580078,0.1503061056137085,-0.7326810359954834,0.5246865749359131,1.2573676109313965,126.0,3.716583297647445,4.268452596538496,ok
